Serial # in Treebank,Citation,Greek text,English,Lemmas,,,,,,,,,,,,,,,,,,,,,,Serial # in Treebank,Citation,Greek text,English,Lemmas
2282419,24.610-24.611,"[24.610] οἳ μὲν ἄρ᾽ ἐννῆμαρ κέατ᾽ ἐν φόνῳ, οὐ δέ τις ἦεν [24.611] κατθάψαι, λαοὺς δὲ λίθους ποίησε Κρονίων:","For nine days' space they lay in their blood, nor was there any to bury them, for the son of Cronos turned the folk to stones;",ὁ μέν ἄρα ἐννῆμαρ κεῖμαι ἐν φόνος οὐ δέ τις εἰμί καταθάπτω λαός δέ λίθος ποιέω Κρονίων,,,,,,,,,,,,,,,,,,,,,,,,,,
2282420,24.612,[24.612] τοὺς δ᾽ ἄρα τῇ δεκάτῃ θάψαν θεοὶ Οὐρανίωνες.,howbeit on the tenth day the gods of heaven buried them;,ὁ δέ ἄρα ὁ δέκατος θάπτω θεός Οὐρανίωνες,,,,,,,,,,,,,,,,,,,,,,,,,,
2282421,24.613,"[24.613] ἣ δ᾽ ἄρα σίτου μνήσατ᾽, ἐπεὶ κάμε δάκρυ χέουσα.","and Niobe bethought her of meat, for she was wearied with the shedding of tears.",ὁ δέ ἄρα σῖτος μιμνήσκω ἐπεί κάμνω δάκρυον χέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282422,24.614-24.617,"[24.614] νῦν δέ που ἐν πέτρῃσιν ἐν οὔρεσιν οἰοπόλοισιν [24.615] ἐν Σιπύλῳ, ὅθι φασὶ θεάων ἔμμεναι εὐνὰς [24.616] νυμφάων, αἵ τ᾽ ἀμφ᾽ Ἀχελώϊον ἐρρώσαντο, [24.617] ἔνθα λίθος περ ἐοῦσα θεῶν ἐκ κήδεα πέσσει.","And now somewhere amid the rocks, on the lonely mountains, on Sipylus, where, men say, are the couching-places of goddesses, even of the nymphs that range swiftly in the dance about Achelous, there, albeit a stone, she broodeth over her woes sent by the gods.",νῦν δέ πού ἐν πέτρα ἐν ὄρος οἰοπόλος ἐν Σίπυλος ὅθι φημί θεά εἰμί εὐνή νύμφη ὅς τε ἀμφί Ἀχελῷος ῥώομαι ἔνθα λίθος πέρ εἰμί θεός ἐκ κῆδος πέσσω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282423,24.618-24.619,[24.618] ἀλλ᾽ ἄγε δὴ καὶ νῶϊ μεδώμεθα δῖε γεραιὲ [24.619] σίτου:,"But come, let us twain likewise, noble old sire, bethink us of meat;",ἀλλά ἄγε δή καί ἐγώ μέδομαι δῖος γεραιός σῖτος,,,,,,,,,,,,,,,,,,,,,,,,,,
2282424,24.619-24.620,[24.619] ἔπειτά κεν αὖτε φίλον παῖδα κλαίοισθα [24.620] Ἴλιον εἰσαγαγών:,"and thereafter shalt thou make lament over thy dear son, when thou hast borne him into Ilios;",ἔπειτα ἄν αὖτε φίλος παῖς κλαίω Ἴλιος εἰσάγω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282425,24.62,[24.620] πολυδάκρυτος δέ τοι ἔσται.,mourned shall he be of thee many tears.,πολυδάκρυτος δέ τοι εἰμί,,,,,,,,,,,,,,,,,,,,,,,,,,
2282426,24.621-24.622,[24.621] ἦ καὶ ἀναΐξας ὄϊν ἄργυφον ὠκὺς Ἀχιλλεὺς [24.622] σφάξ᾽:,"Therewith swift Achilles sprang up, and slew a white-fleeced sheep,",ἠμί καί ἀναίσσω ὄις ἄργυφος ὠκύς Ἀχιλλεύς σφάζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282427,24.622-24.624,"[24.622] ἕταροι δ᾽ ἔδερόν τε καὶ ἄμφεπον εὖ κατὰ κόσμον, [24.623] μίστυλλόν τ᾽ ἄρ᾽ ἐπισταμένως πεῖράν τ᾽ ὀβελοῖσιν, [24.624] ὄπτησάν τε περιφραδέως, ἐρύσαντό τε πάντα.","and his comrades flayed it and made it ready well and duly, and sliced it cunningly and spitted the morsels, and roasted them carefully and drew all off the spits.",ἑταῖρος δέ δέρω τε καί ἀμφιέπω εὖ κατά κόσμος μιστύλλω τε ἄρα ἐπισταμένως πείρω τε ὀβελός ὀπτάω τε περιφραδής ἐρύω τε πᾶς,,,,,,,,,,,,,,,,,,,,,,,,,,
2282428,24.625-24.626,[24.625] Αὐτομέδων δ᾽ ἄρα σῖτον ἑλὼν ἐπένειμε τραπέζῃ [24.626] καλοῖς ἐν κανέοισιν:,"And Automedon took bread and dealt it forth on the table in fair baskets,",Αὐτομέδων δέ ἄρα σῖτος αἱρέω ἐπινέμω τράπεζα καλός ἐν κάνεον,,,,,,,,,,,,,,,,,,,,,,,,,,
2282429,24.626,[24.626] ἀτὰρ κρέα νεῖμεν Ἀχιλλεύς.,while Achilles dealt the meat.,ἀτάρ κρέας νέμω Ἀχιλλεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2282430,24.627,[24.627] οἳ δ᾽ ἐπ᾽ ὀνείαθ᾽ ἑτοῖμα προκείμενα χεῖρας ἴαλλον.,So they put forth their hands to the good cheer lying ready before them.,ὁ δέ ἐπί ὄνειαρ ἑτοῖμος πρόκειμαι χείρ ἰάλλω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282431,24.628-24.630,"[24.628] αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο, [24.629] ἤτοι Δαρδανίδης Πρίαμος θαύμαζ᾽ Ἀχιλῆα [24.630] ὅσσος ἔην οἷός τε:","But when they had put from them the desire of food and drink, then verily Priam, son of Dardanus, marvelled at Achilles, how tall he was and how comely;",ἀτάρ ἐπεί πόσις2 καί ἐδητύς ἐκ ἔρος ἵημι ἤτοι Δαρδανίδης Πρίαμος θαυμάζω Ἀχιλλεύς ὅσος εἰμί οἷος τε,,,,,,,,,,,,,,,,,,,,,,,,,,
2282432,24.63,[24.630] θεοῖσι γὰρ ἄντα ἐῴκει:,for he was like the gods to look upon.,θεός γάρ ἄντα ἔοικα,,,,,,,,,,,,,,,,,,,,,,,,,,
2282433,24.631-24.632,[24.631] αὐτὰρ ὃ Δαρδανίδην Πρίαμον θαύμαζεν Ἀχιλλεὺς [24.632] εἰσορόων ὄψίν τ᾽ ἀγαθὴν καὶ μῦθον ἀκούων.,"And a son of Dardanus, did Achilles marvel, beholding his goodly aspect and hearkening to his words.",ἀτάρ ὁ Δαρδανίδης Πρίαμος θαυμάζω Ἀχιλλεύς εἰσοράω ὄψις τε ἀγαθός καί μῦθος ἀκούω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282434,24.633-24.634,"[24.633] αὐτὰρ ἐπεὶ τάρπησαν ἐς ἀλλήλους ὁρόωντες, [24.634] τὸν πρότερος προσέειπε γέρων Πρίαμος θεοειδής:","But when they had had their fill of gazing one upon the other, then the old man, godlike Priam, was first to speak, saying:",ἀτάρ ἐπεί τέρπω εἰς ἀλλήλων ὁράω ὁ πρότερος προσεῖπον γέρων Πρίαμος θεοειδής,,,,,,,,,,,,,,,,,,,,,,,,,,
2282435,24.635-24.636,"[24.635] λέξον νῦν με τάχιστα διοτρεφές, ὄφρα καὶ ἤδη [24.636] ὕπνῳ ὕπο γλυκερῷ ταρπώμεθα κοιμηθέντες:","Show me now my bed with speed, O thou nurtured of Zeus, that lulled at length by sweet sleep we may rest and take our joy;",λέγω νῦν ἐγώ ταχύς Διοτρεφής ὄφρα καί ἤδη ὕπνος ὑπό γλυκύς τέρπω κοιμάω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282436,24.637-24.640,"[24.637] οὐ γάρ πω μύσαν ὄσσε ὑπὸ βλεφάροισιν ἐμοῖσιν [24.638] ἐξ οὗ σῇς ὑπὸ χερσὶν ἐμὸς πάϊς ὤλεσε θυμόν, [24.639] ἀλλ᾽ αἰεὶ στενάχω καὶ κήδεα μυρία πέσσω [24.640] αὐλῆς ἐν χόρτοισι κυλινδόμενος κατὰ κόπρον.","for never yet have mine eyes closed beneath mine eyelids since at thy hands my son lost his life, but ever do I wail and brood over my countless sorrows, grovelling in the filth in the closed spaces of the court.",οὐ γάρ πω μύω ὄσσε ὑπό βλέφαρον ἐμός ἐκ ὅς σός ὑπό χείρ ἐμός παῖς ὄλλυμι θυμός ἀλλά ἀεί στενάχω καί κῆδος μυρίος πέσσω αὐλή ἐν χόρτος κυλίνδω κατά κόπρος,,,,,,,,,,,,,,,,,,,,,,,,,,
2282437,24.641-24.642,[24.641] νῦν δὴ καὶ σίτου πασάμην καὶ αἴθοπα οἶνον [24.642] λαυκανίης καθέηκα:,"But now have I tasted of meat, and have let flaming wine pass down my throat;",νῦν δή καί σῖτος πατέομαι καί αἶθοψ οἶνος λαυκανίη καθίημι,,,,,,,,,,,,,,,,,,,,,,,,,,
2282438,24.642,[24.642] πάρος γε μὲν οὔ τι πεπάσμην.,whereas till now had I tasted naught.,πάρος γε μέν οὐ τις πατέομαι,,,,,,,,,,,,,,,,,,,,,,,,,,
2282439,24.643-24.646,"[24.643] ἦ ῥ᾽, Ἀχιλεὺς δ᾽ ἑτάροισιν ἰδὲ δμῳῇσι κέλευσε [24.644] δέμνι᾽ ὑπ᾽ αἰθούσῃ θέμεναι καὶ ῥήγεα καλὰ [24.645] πορφύρε᾽ ἐμβαλέειν, στορέσαι τ᾽ ἐφύπερθε τάπητας, [24.646] χλαίνας τ᾽ ἐνθέμεναι οὔλας καθύπερθεν ἕσασθαι.","He spake, and Achilles bade his comrades and the handmaids set bedsteads beneath the portico, and to lay on them fair purple blankets, and to spread thereover coverlets, and on these to put fleecy cloaks for clothing.",ἠμί ἄρα Ἀχιλλεύς δέ ἑταῖρος ἰδέ δμωή κελεύω δέμνιον ὑπό αἴθουσα τίθημι καί ῥῆγος καλός πορφύρεος ἐμβάλλω στόρνυμι τε ἐφύπερθε τάπης χλαῖνα τε ἐντίθημι οὖλος2 καθύπερθε ἕννυμι,,,,,,,,,,,,,,,,,,,,,,,,,,
2282440,24.647-24.648,"[24.647] αἳ δ᾽ ἴσαν ἐκ μεγάροιο δάος μετὰ χερσὶν ἔχουσαι, [24.648] αἶψα δ᾽ ἄρα στόρεσαν δοιὼ λέχε᾽ ἐγκονέουσαι.","So the maids went forth from the hall with torches in their hands, and straightway spread two beds in busy haste.",ὁ δέ εἶμι ἐκ μέγαρον δάος μετά χείρ ἔχω αἶψα δέ ἄρα στόρνυμι δοιώ λέχος ἐγκονέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282441,24.649,[24.649] τὸν δ᾽ ἐπικερτομέων προσέφη πόδας ὠκὺς Ἀχιλλεύς:,"Then mockingly spake unto Priam Achilles, swift of foot:",ὁ δέ ἐπικερτομέω πρόσφημι πούς ὠκύς Ἀχιλλεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2282442,24.650-24.652,"[24.650] ἐκτὸς μὲν δὴ λέξο γέρον φίλε, μή τις Ἀχαιῶν [24.651] ἐνθάδ᾽ ἐπέλθῃσιν βουληφόρος, οἵ τέ μοι αἰεὶ [24.652] βουλὰς βουλεύουσι παρήμενοι, ἣ θέμις ἐστί:","Without do thou lay thee down, dear old sire, lest there come hither one of the counsellors of the Achaeans, that ever sit by my side and take counsel, as is meet.",ἐκτός μέν δή λέγω γέρων φίλος μή τις Ἀχαιός ἐνθάδε ἐπέρχομαι βουληφόρος ὅς τε ἐγώ ἀεί βουλή βουλεύω πάρημαι ὅς θέμις εἰμί,,,,,,,,,,,,,,,,,,,,,,,,,,
2282443,24.653-24.655,"[24.653] τῶν εἴ τίς σε ἴδοιτο θοὴν διὰ νύκτα μέλαιναν, [24.654] αὐτίκ᾽ ἂν ἐξείποι Ἀγαμέμνονι ποιμένι λαῶν, [24.655] καί κεν ἀνάβλησις λύσιος νεκροῖο γένηται.","If one of these were to have sight of thee through the swift black night, forthwith might he haply tell it to Agamemnon, shepherd of the host, and so should there arise delay in the giving back of the body.",ὁ εἰ τις σύ εἶδον θοός διά νύξ μέλας αὐτίκα ἄν ἐξεῖπον Ἀγαμέμνων ποιμήν λαός καί ἄν ἀνάβλησις λύσις νεκρός γίγνομαι,,,,,,,,,,,,,,,,,,,,,,,,,,
2282444,24.656-24.658,"[24.656] ἀλλ᾽ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον, [24.657] ποσσῆμαρ μέμονας κτερεϊζέμεν Ἕκτορα δῖον, [24.658] ὄφρα τέως αὐτός τε μένω καὶ λαὸν ἐρύκω.","But come, tell me this, and declare it truly: for how many days' space thou art minded to make funeral for goodly Hector, to the end that for so long I may myself abide, and may keep back the host.",ἀλλά ἄγε ἐγώ ὅδε εἶπον καί ἀτρεκής καταλέγω ποσσῆμαρ μέμονα κτερείζω Ἕκτωρ δῖος ὄφρα τέως αὐτός τε μένω καί λαός ἐρύκω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282445,24.659,[24.659] τὸν δ᾽ ἠμείβετ᾽ ἔπειτα γέρων Πρίαμος θεοειδής:,"And the old man, godlike Priam, answered him, saying:",ὁ δέ ἀμείβω ἔπειτα γέρων Πρίαμος θεοειδής,,,,,,,,,,,,,,,,,,,,,,,,,,
2282446,24.660-24.661,"[24.660] εἰ μὲν δή μ᾽ ἐθέλεις τελέσαι τάφον Ἕκτορι δίῳ, [24.661] ὧδέ κέ μοι ῥέζων Ἀχιλεῦ κεχαρισμένα θείης.","If thou indeed art willing that I accomplish for goodly Hector his burial, then in doing on this wise, O Achilles, wilt thou do according to my wish.",εἰ μέν δή ἐγώ ἐθέλω τελέω τάφος Ἕκτωρ δῖος ὧδε ἄν ἐγώ ῥέζω Ἀχιλλεύς χαρίζομαι τίθημι,,,,,,,,,,,,,,,,,,,,,,,,,,
2282447,24.662-24.663,"[24.662] οἶσθα γὰρ ὡς κατὰ ἄστυ ἐέλμεθα, τηλόθι δ᾽ ὕλη [24.663] ἀξέμεν ἐξ ὄρεος, μάλα δὲ Τρῶες δεδίασιν. [0]","Thou knowest how we are pent within the city, and far is it to fetch wood from the mountain, and the Trojans are sore afraid.",εἴδω γάρ ὡς κατά ἄστυ εἴλω τηλόθι δέ ὕλη ἄγω ἐκ ὄρος μάλα δέ Τρώς δείδω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282448,24.664-24.667,"[24.664] ἐννῆμαρ μέν κ᾽ αὐτὸν ἐνὶ μεγάροις γοάοιμεν, [24.665] τῇ δεκάτῃ δέ κε θάπτοιμεν δαινῦτό τε λαός, [24.666] ἑνδεκάτῃ δέ κε τύμβον ἐπ᾽ αὐτῷ ποιήσαιμεν, [24.667] τῇ δὲ δυωδεκάτῃ πολεμίξομεν εἴ περ ἀνάγκη. [0]","For nine days' space will we wail for him in our halls, and on the tenth will we make his funeral, and the folk shall feast, and on the eleventh will we heap a barrow over him, and on the twelfth will we do battle, if so be we must.",ἐννῆμαρ μέν ἄν αὐτός ἐν μέγαρον γοάω ὁ δέκατος δέ ἄν θάπτω δαίνυμι τε λαός ἑνδέκατος δέ ἄν τύμβος ἐπί αὐτός ποιέω ὁ δέ δωδέκατος πολεμίζω εἰ πέρ ἀνάγκη,,,,,,,,,,,,,,,,,,,,,,,,,,
2282449,24.668,[24.668] τὸν δ᾽ αὖτε προσέειπε ποδάρκης δῖος Ἀχιλλεύς:,"Then spake to him in answer swift-footed, goodly Achilles:",ὁ δέ αὖτε προσεῖπον ποδαρκής δῖος Ἀχιλλεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2282450,24.669,[24.669] ἔσται τοι καὶ ταῦτα γέρον Πρίαμ᾽ ὡς σὺ κελεύεις:,"Thus shall this also be aged Priam, even as thou wouldest have it;",εἰμί σύ καί οὗτος γέρων Πρίαμος ὡς σύ κελεύω,,,,,,,,,,,,,,,,,,,,,,,,,,
2282451,24.67,[24.670] σχήσω γὰρ πόλεμον τόσσον χρόνον ὅσσον ἄνωγας. [0],for I will hold back the battle for such time as thou dost bid.,ἔχω γάρ πόλεμος τόσος χρόνος ὅσος ἄνωγα,,,,,,,,,,,,,,,,,,,,,,,,,,
2282452,24.671-24.672,"[24.671] ὣς ἄρα φωνήσας ἐπὶ καρπῷ χεῖρα γέροντος [24.672] ἔλλαβε δεξιτερήν, μή πως δείσει᾽ ἐνὶ θυμῷ.","When he had thus spoken he clasped the old man's right hand by the wrist, lest his heart should any wise wax fearful.",ὡς ἄρα φωνέω ἐπί καρπός2 χείρ γέρων λαμβάνω δεξιτερός μή πως δείδω ἐν θυμός,,,,,,,,,,,,,,,,,,,,,,,,,,
2282453,24.673-24.675,"[24.673] οἳ μὲν ἄρ᾽ ἐν προδόμῳ δόμου αὐτόθι κοιμήσαντο [24.674] κῆρυξ καὶ Πρίαμος πυκινὰ φρεσὶ μήδε᾽ ἔχοντες, [24.675] αὐτὰρ Ἀχιλλεὺς εὗδε μυχῷ κλισίης ἐϋπήκτου: [0]","So they laid them to sleep there in the fore-hall of the house, the herald and Priam, with hearts of wisdom in their breasts; but Achilles slept in the innermost part of the well-builded hut,",ὁ μέν ἄρα ἐν πρόδομος δόμος αὐτόθι κοιμάω κῆρυξ καί Πρίαμος πυκνός φρήν μῆδος ἔχω ἀτάρ Ἀχιλλεύς εὕδω μυχός κλισία εὔπηκτος,,,,,,,,,,,,,,,,,,,,,,,,,,
2282454,24.676,[24.676] τῷ δὲ Βρισηῒς παρελέξατο καλλιπάρῃος.,and by his side lay fair-cheeked Briseis.,ὁ δέ Βρισηίς παραλέχομαι καλλιπάρηος,,,,,,,,,,,,,,,,,,,,,,,,,,
2282455,24.677-24.678,[24.677] ἄλλοι μέν ῥα θεοί τε καὶ ἀνέρες ἱπποκορυσταὶ [24.678] εὗδον παννύχιοι μαλακῷ δεδμημένοι ὕπνῳ:,"Now all the other gods and men, lords of chariots, slumbered the whole night through, overcome of soft sleep;",ἄλλος μέν ἄρα θεός τε καί ἀνήρ ἱπποκορυστής εὕδω παννύχιος μαλακός δαμάζω ὕπνος,,,,,,,,,,,,,,,,,,,,,,,,,,
