Serial # in Treebank,Citation,Greek text,English,Lemmas
2191684,22.281-22.282,"[22.281] τοὶ δ᾽ αὖτ᾽ ἀμφ᾽ Ὀδυσῆα δαΐφρονα ποικιλομήτην, [22.282] μνηστήρων ἐς ὅμιλον ἀκόντισαν ὀξέα δοῦρα.","Then once more Odysseus, the wise and crafty-minded, and his company hurled their sharp spears into the throng of the wooers,",ὁ δέ αὖτε ἀμφί Ὀδυσσεύς δαίφρων ποικιλομήτης μνηστήρ εἰς ὅμιλος ἀκοντίζω ὀξύς δόρυ
2191685,22.283-22.284,"[22.283] ἔνθ᾽ αὖτ᾽ Εὐρυδάμαντα βάλε πτολίπορθος Ὀδυσσεύς, [22.284] Ἀμφιμέδοντα δὲ Τηλέμαχος, Πόλυβον δὲ συβώτης: [0] [1]","and again Odysseus, the sacker of cities, smote Eurydamas, and Telemachus Amphimedon, the swineherd Polybus,",ἔνθα αὖτε Εὐρυδάμας βάλλω πτολίπορθος Ὀδυσσεύς Ἀμφιμέδων δέ Τηλέμαχος Πόλυβος δέ συβώτης
2191686,22.285-22.286,"[22.285] Κτήσιππον δ᾽ ἄρ᾽ ἔπειτα βοῶν ἐπιβουκόλος ἀνὴρ [22.286] βεβλήκει πρὸς στῆθος, ἐπευχόμενος δὲ προσηύδα:","and thereafter the herdsman of the cattle smote Ctesippus in the breast, and boasted over him, saying:",Κτήσιππος δέ ἄρα ἔπειτα βοῦς ἐπιβουκόλος ἀνήρ βάλλω πρός στῆθος ἐπεύχομαι δέ προσαυδάω
2191687,22.287-22.289,"&#34; [22.287] ὦ Πολυθερσεΐδη φιλοκέρτομε, μή ποτε πάμπαν [22.288] εἴκων ἀφραδίῃς μέγα εἰπεῖν, ἀλλὰ θεοῖσιν [22.289] μῦθον ἐπιτρέψαι, ἐπεὶ ἦ πολὺ φέρτεροί εἰσι.","Son of Polytherses, thou lover of revilings, never more at all do thou speak big, yielding to folly, but leave the matter to the gods, since verily they are mightier far.",θυοτε ὦ Πολυθερσείδης φιλοκέρτομος μή ποτέ πάμπαν εἴκω ἀφραδία μέγας εἶπον ἀλλά θεός μῦθος ἐπιτρέπω ἐπεί ἦ πολύς φέρτατος εἰμί
2191688,22.290-22.291,"[22.290] τοῦτό τοι ἀντὶ ποδὸς ξεινήϊον, ὅν ποτ᾽ ἔδωκας [22.291] ἀντιθέῳ Ὀδυσῆϊ δόμον κάτ᾽ ἀλητεύοντι.&#34; [0]","This is thy gift of welcome to match the hoof which of late thou gavest to godlike Odysseus, when he went begging through the house.",οὗτος σύ ἀντί πούς ξεινήιον ὅς ποτέ δίδωμι ἀντίθεος Ὀδυσσεύς δόμος κατά ἀλητεύω θυοτε
2191689,22.292,[22.292] ἦ ῥα βοῶν ἑλίκων ἐπιβουκόλος:,So spoke the herdsman of the sleek cattle.,ἠμί ἄρα βοῦς ἕλιξ ἐπιβουκόλος
2191690,22.292-22.293,[22.292] αὐτὰρ Ὀδυσσεὺς [22.293] οὖτα Δαμαστορίδην αὐτοσχεδὸν ἔγχεϊ μακρῷ.,"But Odysseus wounded the son of Damastor in close fight with a thrust of his long spear,",ἀτάρ Ὀδυσσεύς οὐτάω Δαμαστορίδης αὐτοσχεδόν ἔγχος μακρός
2191691,22.294-22.295,"[22.294] Τηλέμαχος δ᾽ Εὐηνορίδην Λειώκριτον οὖτα [22.295] δουρὶ μέσον κενεῶνα, διαπρὸ δὲ χαλκὸν ἔλασσεν:","and Telemachus wounded Leiocritus, son of Evenor, with a spear-thrust full upon the groin, and drove the bronze clean through,",Τηλέμαχος δέ Εὐηνορίδης Λειώκριτος οὐτάω δόρυ μέσος κενεών διαπρό δέ χαλκός ἐλαύνω
2191692,22.296,"[22.296] ἤριπε δὲ πρηνής, χθόνα δ᾽ ἤλασε παντὶ μετώπῳ.",and he fell headlong and struck the ground full with his forehead.,ἐρείπω δέ πρηνής χθών δέ ἐλαύνω πᾶς μέτωπον
2191693,22.297-22.298,[22.297] δὴ τότ᾽ Ἀθηναίη φθισίμβροτον αἰγίδ᾽ ἀνέσχεν [22.298] ὑψόθεν ἐξ ὀροφῆς:,"Then Athena held up her aegis, the bane of mortals, on high from the roof,",δή τότε Ἀθήνη φθισίμβροτος αἰγίς ἀνέχω ὑψόθεν ἐκ ὀροφή
2191694,22.298,[22.298] τῶν δὲ φρένες ἐπτοίηθεν.,"and the minds of the wooers were panic-stricken,",ὁ δέ φρήν πτοέω
2191695,22.299,[22.299] οἱ δ᾽ ἐφέβοντο κατὰ μέγαρον βόες ὣς ἀγελαῖαι: [0],and they fled through the halls like a herd of kine,ὁ δέ φέβομαι κατά μέγαρον βοῦς ὡς ἀγελαῖος
2191696,22.300-22.301,"[22.300] τὰς μέν τ᾽ αἰόλος οἶστρος ἐφορμηθεὶς ἐδόνησεν [22.301] ὥρῃ ἐν εἰαρινῇ, ὅτε τ᾽ ἤματα μακρὰ πέλονται.","that the darting gad-fly falls upon and drives along in the season of spring, when the long days come.",ὁ μέν τε αἰόλος οἶστρος ἐφορμάω δονέω ὥρα ἐν ἐαρινός ὅτε τε ἦμαρ μακρός πέλω
2191697,22.302-22.303,"[22.302] οἱ δ᾽ ὥς τ᾽ αἰγυπιοὶ γαμψώνυχες ἀγκυλοχεῖλαι , [22.303] ἐξ ὀρέων ἐλθόντες ἐπ᾽ ὀρνίθεσσι θόρωσι : [0]","And even as vultures of crooked talons and curved beaks come forth from the mountains and dart upon smaller birds,",ὁ δέ ὡς τε αἰγυπιός γαμψῶνυξ ἀγκυλχείλης ἐκ ὄρος ἔρχομαι ἐπί ὄρνις θρῴσκω
2191698,22.304-22.306,"[22.304] ταὶ μέν τ᾽ ἐν πεδίῳ νέφεα πτώσσουσαι ἵενται , [22.305] οἱ δέ τε τὰς ὀλέκουσιν ἐπάλμενοι , οὐ δέ τις ἀλκὴ [22.306] γίγνεται οὐ δὲ φυγή : [0]","which scour the plain, flying low beneath the clouds, and the vultures pounce upon them and slay them, and they have no defence or way of escape,",οτηερ μέν τε ἐν πεδίον νέφος πτώσσω ἵημι ὁ δέ τε ὁ ὀλέκω ἐφάλλομαι οὐ δέ τις ἀλκή γίγνομαι οὐ δέ φυγή
2191699,22.306,[22.306] χαίρουσι δέ τ᾽ ἀνέρες ἄγρῃ :,and men rejoice at the chase;,χαίρω δέ τε ἀνήρ ἄγρα
2191700,22.307-22.308,[22.307] ὣς ἄρα τοὶ μνηστῆρας ἐπεσσύμενοι κατὰ δῶμα [22.308] τύπτον ἐπιστροφάδην :,even so did those others set upon the wooers and smite them left and right through the hall.,ὡς ἄρα ὁ μνηστήρ ἐπισεύω κατά δῶμα τύπτω ἐπιστροφάδην
2191701,22.308-22.309,"[22.308] τῶν δὲ στόνος ὤρνυτ᾽ ἀεικὴς [22.309] κράτων τυπτομένων , δάπεδον δ᾽ ἅπαν αἵματι θῦε .","And therefrom rose hideous groaning as heads were smitten, and all the floor swam with blood.",ὁ δέ στόνος ὄρνυμι ἀεικής κάρα τύπτω δάπεδον δέ ἅπας αἷμα θύω2
2191702,22.310-22.311,"[22.310] λειώδης δ᾽ Ὀδυσῆος ἐπεσσύμενος λάβε γούνων , [22.311] καί μιν λισσόμενος ἔπεα πτερόεντα προσηύδα :","But Leiodes rushed forward and clasped the knees of Odysseus, and made entreaty to him, and spoke winged words:",Λειώδης δέ Ὀδυσσεύς ἐπισεύω λαμβάνω γόνυ καί μιν λίσσομαι ἔπος πτερόεις προσαυδάω
2191703,22.312,"&#34; [22.312] γουνοῦμαί σ᾽ , Ὀδυσεῦ :","By thy knees I beseech thee, Odysseus,",γουνόομαι σύ Ὀδυσσεύς
2191704,22.312,[22.312] σὺ δέ μ᾽ αἴδεο καί μ᾽ ἐλέησον :,and do thou respect me and have pity.,σύ δέ ἐγώ αἰδέομαι καί ἐγώ ἐλεέω
2191705,22.313-22.314,[22.313] οὐ γάρ πώ τινά φημι γυναικῶν ἐν μεγάροισιν [22.314] εἰπεῖν οὐ δέ τι ῥέξαι ἀτάσθαλον :,For I declare to thee that never yet have I wronged one of the women in thy halls by wanton word or deed;,οὐ γάρ πω τις φημί γυνή ἐν μέγαρον εἶπον οὐ δέ τις ῥέζω ἀτάσθαλος
2191706,22.314-22.315,"[22.314] ἀλλὰ καὶ ἄλλους [22.315] παύεσκον μνηστῆρας , ὅτις τοιαῦτά γε ῥέζοι .","nay, I sought to check the other wooers, when any would do such deeds.",ἀλλά καί ἄλλος παύω μνηστήρ ὅστις τοιοῦτος γε ῥέζω
2191707,22.316,[22.316] ἀλλά μοι οὐ πείθοντο κακῶν ἄπο χεῖρας ἔχεσθαι :,"But they would not hearken to me to withhold their hands from evil,",ἀλλά ἐγώ οὐ πείθω κακός ἀπό χείρ ἔχω
2191708,22.317,[22.317] τῷ καὶ ἀτασθαλίῃσιν ἀεικέα πότμον ἐπέσπον .,wherefore through their wanton folly they have met a cruel doom.,τῷ καί ἀτασθαλία ἀεικής πότμος ἐφέπω
2191709,22.318-22.319,"[22.318] αὐτὰρ ἐγὼ μετὰ τοῖσι θυοσκόος οὐδὲν ἐοργὼς [22.319] κείσομαι , ὡς οὐκ ἔστι χάρις μετόπισθ᾽ εὐεργέων : &#34;","Yet I, the soothsayer among them, that have done no wrong, shall be laid low even as they; so true is it that there is no gratitude in aftertime for good deeds done.",ἀτάρ ἐγώ μετά ὁ θυοσκόος οὐδείς ἔρδω κεῖμαι ὡς οὐ εἰμί χάρις μετόπισθε εὐεργής θυοτε
2191710,22.32,[22.320] τὸν δ᾽ ἄρ᾽ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς :,Then with an angry glance from beneath his brows Odysseus of many wiles answered him:,ὁ δέ ἄρα ὑπόδρα εἶδον πρόσφημι πολύμητις Ὀδυσσεύς
2191711,22.321-22.324,"&#34; [22.321] εἰ μὲν δὴ μετὰ τοῖσι θυοσκόος εὔχεαι εἶναι, [22.322] πολλάκι που μέλλεις ἀρήμεναι ἐν μεγάροισι [22.323] τηλοῦ ἐμοὶ νόστοιο τέλος γλυκεροῖο γενέσθαι, [22.324] σοὶ δ᾽ ἄλοχόν τε φίλην σπέσθαι καὶ τέκνα τεκέσθαι:","If verily thou dost declare thyself the soothsayer among these men, often, I ween, must thou have prayed in the halls that far from me the issue of a joyous return might be removed, and that it might be with thee that my dear wife should go and bear thee children;",εἰ μέν δή μετά ὁ θυοσκόος εὔχομαι εἰμί πολλάκις πού μέλλω ἀράομαι ἐν μέγαρον τηλοῦ ἐγώ νόστος τέλος γλυκύς γίγνομαι σύ δέ ἄλοχος τε φίλος ἕπομαι καί τέκνον τίκτω
2191712,22.325,[22.325] τῷ οὐκ ἂν θάνατόν γε δυσηλεγέα προφύγοισθα.&#34;,wherefore thou shalt not escape grievous death.,τῷ οὐ ἄν θάνατος γε δυσηλεγής προφεύγω θυοτε
2191713,22.326-22.328,"[22.326] ὣς ἄρα φωνήσας ξίφος εἵλετο χειρὶ παχείῃ [22.327] κείμενον, ὅ ῥ᾽ Ἀγέλαος ἀποπροέηκε χαμᾶζε [22.328] κτεινόμενος:","So saying, he seized in his strong hand a sword that lay near, which Agelaus had let fall to the ground when he was slain,",ὡς ἄρα φωνέω ξίφος αἱρέω χείρ παχύς κεῖμαι ὅς ἄρα Ἀγέλαος ἀποπροίημι χαμᾶζε κτείνω
2191714,22.328,[22.328] τῷ τόν γε κατ᾽ αὐχένα μέσσον ἔλασσε.,and with this he smote him full upon the neck.,ὁ ὁ γε κατά αὐχήν μέσος ἐλαύνω
2191715,22.329,[22.329] φθεγγομένου δ᾽ ἄρα τοῦ γε κάρη κονίῃσιν ἐμίχθη .,And even while he was yet speaking his head was mingled with the dust.,φθέγγομαι δέ ἄρα ὁ γε κάρα κονία μίγνυμι
2191716,22.330-22.331,"[22.330] Τερπιάδης δ᾽ ἔτ᾽ ἀοιδὸς ἀλύσκανε κῆρα μέλαιναν, [22.331] Φήμιος, ὅς ῥ᾽ ἤειδε μετὰ μνηστῆρσιν ἀνάγκῃ.","Now the son of Terpes, the minstrel, was still seeking to escape black fate, even Phemius, who sang perforce among the wooers.",Τερπιάδης δέ ἔτι ἀοιδός ἀλύσκω κήρ μέλας Φήμιος ὅς ἄρα ἀείδω μετά μνηστήρ ἀνάγκη
2191717,22.332-22.333,[22.332] ἔστη δ᾽ ἐν χείρεσσίν ἔχων φόρμιγγα λίγειαν [22.333] ἄγχι παρ᾽ ὀρσοθύρην:,"He stood with the clear-toned lyre in his hands near the postern door,",ἵστημι δέ ἐν χείρ ἔχω φόρμιγξ λιγύς ἄγχι παρά ὀρσοθύρη
2191718,22.333-22.337,"[22.333] δίχα δὲ φρεσὶ μερμήριζεν, [22.334] ἢ ἐκδὺς μεγάροιο Διὸς μεγάλου ποτὶ βωμὸν [22.335] ἑρκείου ἵζοιτο τετυγμένον, ἔνθ᾽ ἄρα πολλὰ [22.336] Λαέρτης Ὀδυσεύς τε βοῶν ἐπὶ μηρί᾽ ἔκηαν, [22.337] ἦ γούνων λίσσοιτο προσαΐξας Ὀδυσῆα.","and he was divided in mind whether he should slip out from the hall and sit down by the well-built altar of great Zeus, the God of the court, whereon Laertes and Odysseus had burned many things of oxen, or whether he should rush forward and clasp the knees of Odysseus in prayer.",δίχα δέ φρήν μερμηρίζω ἤ ἐκδύω μέγαρον Ζεύς μέγας πρός βωμός ἑρκεῖος ἵζω τεύχω ἔνθα ἄρα πολύς Λαέρτης Ὀδυσσεύς τε βοῦς ἐπί μηρία καίω ἤ γόνυ λίσσομαι προσαίσσω Ὀδυσσεύς
2191719,22.338-22.339,"[22.338] ὧδε δέ οἱ φρονέοντι δοάσσατο κέρδιον εἶναι, [22.339] γούνων ἅψασθαι Λαερτιάδεω Ὀδυσῆος.","And as he pondered this seemed to him the better course, to clasp the knees of Odysseus, son of Laertes.",ὧδε δέ ἕ φρονέω δοάσσατο κερδίων εἰμί γόνυ ἅπτω Λαερτιάδης Ὀδυσσεύς
2191720,22.340-22.343,"[22.340] ἦ τοι ὁ φόρμιγγα γλαφυρὴν κατέθηκε χαμᾶζε [22.341] μεσσηγὺς κρητῆρος ἰδὲ θρόνου ἀργυροήλου, [22.342] αὐτὸς δ᾽ αὖτ᾽ Ὀδυσῆα προσαΐξας λάβε γούνων, [22.343] καί μιν λισσόμενος ἔπεα πτερόεντα προσηύδα:","So he laid the hollow lyre on the ground between the mixing-bowl and the silver-studded chair, and himself rushed forward and clasped Odysseus by the knees, and made entreaty to him, and spoke winged words:",ἦ τοι ὁ φόρμιγξ γλαφυρός κατατίθημι χαμᾶζε μεσηγύ κρατήρ ἰδέ θρόνος ἀργυρόηλος αὐτός δέ αὖτε Ὀδυσσεύς προσαίσσω λαμβάνω γόνυ καί μιν λίσσομαι ἔπος πτερόεις προσαυδάω
2191721,22.344,"&#34; [22.344] γουνοῦμαί σ᾽, Ὀδυσεῦ:","By thy knees I beseech thee, Odysseus,",θυοτε γουνόομαι σύ Ὀδυσσεύς
2191722,22.344,[22.344] σὺ δέ μ᾽ αἴδεο καί μ᾽ ἐλέησον:,and do thou respect me and have pity;,σύ δέ ἐγώ αἰδέομαι καί ἐγώ ἐλεέω
2191723,22.345-22.346,"[22.345] αὐτῷ τοι μετόπισθ᾽ ἄχος ἔσσεται, εἴ κεν ἀοιδὸν [22.346] πέφνῃς, ὅς τε θεοῖσι καὶ ἀνθρώποισιν ἀείδω.","on thine own self shall sorrow come hereafter, if thou slayest the minstrel, even me, who sing to gods and men.",αὐτός σύ μετόπισθε ἄχος εἰμί εἰ ἄν ἀοιδός θείνω ὅς τε θεός καί ἄνθρωπος ἀείδω
